"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Season","totalGoalInMatch","goalDiff"
"2839","E0","23/08/00","Everton","Charlton",3,0,"H",0,0,"D","2000-01",3,3
"2840","E0","23/08/00","Man City","Sunderland",4,2,"H",2,0,"H","2000-01",6,2
"2841","E0","23/08/00","Newcastle","Derby",3,2,"H",1,1,"D","2000-01",5,1
"2842","E0","23/08/00","Southampton","Coventry",1,2,"A",0,1,"A","2000-01",3,1
"2843","E0","23/08/00","West Ham","Leicester",0,1,"A",0,0,"D","2000-01",1,1
"2844","E0","26/08/00","Arsenal","Charlton",5,3,"H",1,2,"A","2000-01",8,2
"2845","E0","26/08/00","Bradford","Leicester",0,0,"D",0,0,"D","2000-01",0,0
"2846","E0","26/08/00","Everton","Derby",2,2,"D",2,0,"H","2000-01",4,0
"2847","E0","26/08/00","Ipswich","Sunderland",1,0,"H",0,0,"D","2000-01",1,1
"2848","E0","26/08/00","Man City","Coventry",1,2,"A",0,2,"A","2000-01",3,1
"2849","E0","26/08/00","Middlesbrough","Leeds",1,2,"A",0,2,"A","2000-01",3,1
"2850","E0","26/08/00","Newcastle","Tottenham",2,0,"H",1,0,"H","2000-01",2,2
"2851","E0","26/08/00","Southampton","Liverpool",3,3,"D",0,1,"A","2000-01",6,0
"2852","E0","26/08/00","West Ham","Man United",2,2,"D",0,1,"A","2000-01",4,0
"2853","E0","27/08/00","Aston Villa","Chelsea",1,1,"D",1,1,"D","2000-01",2,0
"2854","E0","5/9/2000","Leeds","Man City",1,2,"A",0,2,"A","2000-01",3,1
"2855","E0","5/9/2000","Man United","Bradford",6,0,"H",2,0,"H","2000-01",6,6
"2856","E0","5/9/2000","Sunderland","West Ham",1,1,"D",1,1,"D","2000-01",2,0
"2857","E0","5/9/2000","Tottenham","Everton",3,2,"H",1,2,"A","2000-01",5,1
"2858","E0","6/9/2000","Charlton","Southampton",1,1,"D",0,0,"D","2000-01",2,0
"2859","E0","6/9/2000","Chelsea","Arsenal",2,2,"D",1,0,"H","2000-01",4,0
"2860","E0","6/9/2000","Coventry","Newcastle",0,2,"A",0,1,"A","2000-01",2,2
"2861","E0","6/9/2000","Derby","Middlesbrough",3,3,"D",0,1,"A","2000-01",6,0
"2862","E0","6/9/2000","Leicester","Ipswich",2,1,"H",0,0,"D","2000-01",3,1
"2863","E0","6/9/2000","Liverpool","Aston Villa",3,1,"H",3,0,"H","2000-01",4,2
"2864","E0","9/9/2000","Bradford","Arsenal",1,1,"D",1,0,"H","2000-01",2,0
"2865","E0","9/9/2000","Coventry","Leeds",0,0,"D",0,0,"D","2000-01",0,0
"2866","E0","9/9/2000","Ipswich","Aston Villa",1,2,"A",0,1,"A","2000-01",3,1
"2867","E0","9/9/2000","Leicester","Southampton",1,0,"H",0,0,"D","2000-01",1,1
"2868","E0","9/9/2000","Liverpool","Man City",3,2,"H",1,0,"H","2000-01",5,1
"2869","E0","9/9/2000","Man United","Sunderland",3,0,"H",1,0,"H","2000-01",3,3
"2870","E0","9/9/2000","Middlesbrough","Everton",1,2,"A",1,0,"H","2000-01",3,1
"2871","E0","9/9/2000","Newcastle","Chelsea",0,0,"D",0,0,"D","2000-01",0,0
"2872","E0","10/9/2000","Derby","Charlton",2,2,"D",2,0,"H","2000-01",4,0
"2873","E0","11/9/2000","Tottenham","West Ham",1,0,"H",0,0,"D","2000-01",1,1
"2874","E0","16/09/00","Arsenal","Coventry",2,1,"H",1,0,"H","2000-01",3,1
"2875","E0","16/09/00","Aston Villa","Bradford",2,0,"H",1,0,"H","2000-01",2,2
"2876","E0","16/09/00","Charlton","Tottenham",1,0,"H",1,0,"H","2000-01",1,1
"2877","E0","16/09/00","Everton","Man United",1,3,"A",0,3,"A","2000-01",4,2
"2878","E0","16/09/00","Leeds","Ipswich",1,2,"A",1,1,"D","2000-01",3,1
"2879","E0","16/09/00","Southampton","Newcastle",2,0,"H",0,0,"D","2000-01",2,2
"2880","E0","16/09/00","Sunderland","Derby",2,1,"H",1,0,"H","2000-01",3,1
"2881","E0","17/09/00","Chelsea","Leicester",0,2,"A",0,1,"A","2000-01",2,2
"2882","E0","17/09/00","Man City","Middlesbrough",1,1,"D",0,0,"D","2000-01",2,0
"2883","E0","17/09/00","West Ham","Liverpool",1,1,"D",0,1,"A","2000-01",2,0
"2884","E0","23/09/00","Bradford","Southampton",0,1,"A",0,1,"A","2000-01",1,1
"2885","E0","23/09/00","Coventry","West Ham",0,3,"A",0,2,"A","2000-01",3,3
"2886","E0","23/09/00","Derby","Leeds",1,1,"D",0,1,"A","2000-01",2,0
"2887","E0","23/09/00","Ipswich","Arsenal",1,1,"D",0,0,"D","2000-01",2,0
"2888","E0","23/09/00","Liverpool","Sunderland",1,1,"D",1,1,"D","2000-01",2,0
"2889","E0","23/09/00","Man United","Chelsea",3,3,"D",3,2,"H","2000-01",6,0
"2890","E0","23/09/00","Middlesbrough","Aston Villa",1,1,"D",0,0,"D","2000-01",2,0
"2891","E0","23/09/00","Newcastle","Charlton",0,1,"A",0,1,"A","2000-01",1,1
"2892","E0","23/09/00","Tottenham","Man City",0,0,"D",0,0,"D","2000-01",0,0
"2893","E0","24/09/00","Leicester","Everton",1,1,"D",1,0,"H","2000-01",2,0
"2894","E0","30/09/00","Aston Villa","Derby",4,1,"H",2,0,"H","2000-01",5,3
"2895","E0","30/09/00","Charlton","Coventry",2,2,"D",0,1,"A","2000-01",4,0
"2896","E0","30/09/00","Everton","Ipswich",0,3,"A",0,1,"A","2000-01",3,3
"2897","E0","30/09/00","Leeds","Tottenham",4,3,"H",0,1,"A","2000-01",7,1
"2898","E0","30/09/00","Man City","Newcastle",0,1,"A",0,0,"D","2000-01",1,1
"2899","E0","30/09/00","Southampton","Middlesbrough",1,3,"A",0,2,"A","2000-01",4,2
"2900","E0","30/09/00","West Ham","Bradford",1,1,"D",1,0,"H","2000-01",2,0
"2901","E0","1/10/2000","Arsenal","Man United",1,0,"H",1,0,"H","2000-01",1,1
"2902","E0","1/10/2000","Chelsea","Liverpool",3,0,"H",2,0,"H","2000-01",3,3
"2903","E0","1/10/2000","Sunderland","Leicester",0,0,"D",0,0,"D","2000-01",0,0
"2904","E0","14/10/00","Arsenal","Aston Villa",1,0,"H",0,0,"D","2000-01",1,1
"2905","E0","14/10/00","Coventry","Tottenham",2,1,"H",2,0,"H","2000-01",3,1
"2906","E0","14/10/00","Everton","Southampton",1,1,"D",0,0,"D","2000-01",2,0
"2907","E0","14/10/00","Ipswich","West Ham",1,1,"D",1,0,"H","2000-01",2,0
"2908","E0","14/10/00","Leeds","Charlton",3,1,"H",1,0,"H","2000-01",4,2
"2909","E0","14/10/00","Leicester","Man United",0,3,"A",0,1,"A","2000-01",3,3
"2910","E0","14/10/00","Man City","Bradford",2,0,"H",2,0,"H","2000-01",2,2
"2911","E0","14/10/00","Sunderland","Chelsea",1,0,"H",0,0,"D","2000-01",1,1
"2912","E0","15/10/00","Derby","Liverpool",0,4,"A",0,1,"A","2000-01",4,4
"2913","E0","16/10/00","Middlesbrough","Newcastle",1,3,"A",0,1,"A","2000-01",4,2
"2914","E0","21/10/00","Bradford","Ipswich",0,2,"A",0,1,"A","2000-01",2,2
"2915","E0","21/10/00","Charlton","Middlesbrough",1,0,"H",0,0,"D","2000-01",1,1
"2916","E0","21/10/00","Chelsea","Coventry",6,1,"H",2,0,"H","2000-01",7,5
"2917","E0","21/10/00","Liverpool","Leicester",1,0,"H",0,0,"D","2000-01",1,1
"2918","E0","21/10/00","Man United","Leeds",3,0,"H",1,0,"H","2000-01",3,3
"2919","E0","21/10/00","Newcastle","Everton",0,1,"A",0,0,"D","2000-01",1,1
"2920","E0","21/10/00","Tottenham","Derby",3,1,"H",2,1,"H","2000-01",4,2
"2921","E0","21/10/00","West Ham","Arsenal",1,2,"A",0,2,"A","2000-01",3,1
"2922","E0","22/10/00","Aston Villa","Sunderland",0,0,"D",0,0,"D","2000-01",0,0
"2923","E0","23/10/00","Southampton","Man City",0,2,"A",0,1,"A","2000-01",2,2
"2924","E0","28/10/00","Arsenal","Man City",5,0,"H",1,0,"H","2000-01",5,5
"2925","E0","28/10/00","Aston Villa","Charlton",2,1,"H",2,0,"H","2000-01",3,1
"2926","E0","28/10/00","Chelsea","Tottenham",3,0,"H",2,0,"H","2000-01",3,3
"2927","E0","28/10/00","Ipswich","Middlesbrough",2,1,"H",2,0,"H","2000-01",3,1
"2928","E0","28/10/00","Leicester","Derby",2,1,"H",1,1,"D","2000-01",3,1
"2929","E0","28/10/00","Man United","Southampton",5,0,"H",2,0,"H","2000-01",5,5
"2930","E0","28/10/00","Sunderland","Coventry",1,0,"H",0,0,"D","2000-01",1,1
"2931","E0","28/10/00","West Ham","Newcastle",1,0,"H",0,0,"D","2000-01",1,1
"2932","E0","29/10/00","Bradford","Leeds",1,1,"D",1,0,"H","2000-01",2,0
"2933","E0","29/10/00","Liverpool","Everton",3,1,"H",1,1,"D","2000-01",4,2
"2934","E0","4/11/2000","Charlton","Bradford",2,0,"H",2,0,"H","2000-01",2,2
"2935","E0","4/11/2000","Coventry","Man United",1,2,"A",0,2,"A","2000-01",3,1
"2936","E0","4/11/2000","Leeds","Liverpool",4,3,"H",1,2,"A","2000-01",7,1
"2937","E0","4/11/2000","Man City","Leicester",0,1,"A",0,0,"D","2000-01",1,1
"2938","E0","4/11/2000","Middlesbrough","Arsenal",0,1,"A",0,1,"A","2000-01",1,1
"2939","E0","4/11/2000","Newcastle","Ipswich",2,1,"H",1,1,"D","2000-01",3,1
"2940","E0","4/11/2000","Southampton","Chelsea",3,2,"H",2,0,"H","2000-01",5,1
"2941","E0","4/11/2000","Tottenham","Sunderland",2,1,"H",1,0,"H","2000-01",3,1
"2942","E0","5/11/2000","Everton","Aston Villa",0,1,"A",0,0,"D","2000-01",1,1
"2943","E0","6/11/2000","Derby","West Ham",0,0,"D",0,0,"D","2000-01",0,0
"2944","E0","11/11/2000","Arsenal","Derby",0,0,"D",0,0,"D","2000-01",0,0
"2945","E0","11/11/2000","Aston Villa","Tottenham",2,0,"H",1,0,"H","2000-01",2,2
"2946","E0","11/11/2000","Bradford","Everton",0,1,"A",0,0,"D","2000-01",1,1
"2947","E0","11/11/2000","Ipswich","Charlton",2,0,"H",0,0,"D","2000-01",2,2
"2948","E0","11/11/2000","Leicester","Newcastle",1,1,"D",0,0,"D","2000-01",2,0
"2949","E0","11/11/2000","Man United","Middlesbrough",2,1,"H",0,1,"A","2000-01",3,1
"2950","E0","11/11/2000","Sunderland","Southampton",2,2,"D",1,1,"D","2000-01",4,0
"2951","E0","11/11/2000","West Ham","Man City",4,1,"H",0,1,"A","2000-01",5,3
"2952","E0","12/11/2000","Chelsea","Leeds",1,1,"D",0,0,"D","2000-01",2,0
"2953","E0","12/11/2000","Liverpool","Coventry",4,1,"H",1,0,"H","2000-01",5,3
"2954","E0","18/11/00","Charlton","Chelsea",2,0,"H",1,0,"H","2000-01",2,2
"2955","E0","18/11/00","Derby","Bradford",2,0,"H",0,0,"D","2000-01",2,2
"2956","E0","18/11/00","Everton","Arsenal",2,0,"H",0,0,"D","2000-01",2,2
"2957","E0","18/11/00","Leeds","West Ham",0,1,"A",0,1,"A","2000-01",1,1
"2958","E0","18/11/00","Man City","Man United",0,1,"A",0,1,"A","2000-01",1,1
"2959","E0","18/11/00","Middlesbrough","Leicester",0,3,"A",0,2,"A","2000-01",3,3
"2960","E0","18/11/00","Newcastle","Sunderland",1,2,"A",1,0,"H","2000-01",3,1
"2961","E0","18/11/00","Southampton","Aston Villa",2,0,"H",2,0,"H","2000-01",2,2
"2962","E0","19/11/00","Tottenham","Liverpool",2,1,"H",2,1,"H","2000-01",3,1
"2963","E0","20/11/00","Coventry","Ipswich",0,1,"A",0,0,"D","2000-01",1,1
"2964","E0","25/11/00","Charlton","Sunderland",0,1,"A",0,0,"D","2000-01",1,1
"2965","E0","25/11/00","Coventry","Aston Villa",1,1,"D",0,1,"A","2000-01",2,0
"2966","E0","25/11/00","Derby","Man United",0,3,"A",0,0,"D","2000-01",3,3
"2967","E0","25/11/00","Everton","Chelsea",2,1,"H",0,1,"A","2000-01",3,1
"2968","E0","25/11/00","Man City","Ipswich",2,3,"A",0,2,"A","2000-01",5,1
"2969","E0","25/11/00","Middlesbrough","Bradford",2,2,"D",0,2,"A","2000-01",4,0
"2970","E0","25/11/00","Southampton","West Ham",2,3,"A",1,2,"A","2000-01",5,1
"2971","E0","25/11/00","Tottenham","Leicester",3,0,"H",2,0,"H","2000-01",3,3
"2972","E0","26/11/00","Leeds","Arsenal",1,0,"H",0,0,"D","2000-01",1,1
"2973","E0","26/11/00","Newcastle","Liverpool",2,1,"H",1,0,"H","2000-01",3,1
"2974","E0","2/12/2000","Arsenal","Southampton",1,0,"H",0,0,"D","2000-01",1,1
"2975","E0","2/12/2000","Aston Villa","Newcastle",1,1,"D",1,0,"H","2000-01",2,0
"2976","E0","2/12/2000","Bradford","Coventry",2,1,"H",0,0,"D","2000-01",3,1
"2977","E0","2/12/2000","Ipswich","Derby",0,1,"A",0,1,"A","2000-01",1,1
"2978","E0","2/12/2000","Leicester","Leeds",3,1,"H",3,0,"H","2000-01",4,2
"2979","E0","2/12/2000","Liverpool","Charlton",3,0,"H",1,0,"H","2000-01",3,3
"2980","E0","2/12/2000","Man United","Tottenham",2,0,"H",1,0,"H","2000-01",2,2
"2981","E0","2/12/2000","West Ham","Middlesbrough",1,0,"H",1,0,"H","2000-01",1,1
"2982","E0","3/12/2000","Chelsea","Man City",2,1,"H",2,0,"H","2000-01",3,1
"2983","E0","4/12/2000","Sunderland","Everton",2,0,"H",1,0,"H","2000-01",2,2
"2984","E0","9/12/2000","Arsenal","Newcastle",5,0,"H",2,0,"H","2000-01",5,5
"2985","E0","9/12/2000","Bradford","Tottenham",3,3,"D",1,2,"A","2000-01",6,0
"2986","E0","9/12/2000","Charlton","Man United",3,3,"D",1,2,"A","2000-01",6,0
"2987","E0","9/12/2000","Chelsea","Derby",4,1,"H",3,0,"H","2000-01",5,3
"2988","E0","9/12/2000","Man City","Everton",5,0,"H",3,0,"H","2000-01",5,5
"2989","E0","9/12/2000","Southampton","Leeds",1,0,"H",1,0,"H","2000-01",1,1
"2990","E0","9/12/2000","Sunderland","Middlesbrough",1,0,"H",0,0,"D","2000-01",1,1
"2991","E0","9/12/2000","West Ham","Aston Villa",1,1,"D",1,1,"D","2000-01",2,0
"2992","E0","10/12/2000","Coventry","Leicester",1,0,"H",1,0,"H","2000-01",1,1
"2993","E0","10/12/2000","Liverpool","Ipswich",0,1,"A",0,1,"A","2000-01",1,1
"2994","E0","16/12/00","Aston Villa","Man City",2,2,"D",0,0,"D","2000-01",4,0
"2995","E0","16/12/00","Derby","Coventry",1,0,"H",1,0,"H","2000-01",1,1
"2996","E0","16/12/00","Everton","West Ham",1,1,"D",0,0,"D","2000-01",2,0
"2997","E0","16/12/00","Ipswich","Southampton",3,1,"H",0,1,"A","2000-01",4,2
"2998","E0","16/12/00","Leeds","Sunderland",2,0,"H",1,0,"H","2000-01",2,2
"2999","E0","16/12/00","Leicester","Charlton",3,1,"H",1,1,"D","2000-01",4,2
"3000","E0","16/12/00","Middlesbrough","Chelsea",1,0,"H",0,0,"D","2000-01",1,1
"3001","E0","16/12/00","Newcastle","Bradford",2,1,"H",1,0,"H","2000-01",3,1
"3002","E0","17/12/00","Man United","Liverpool",0,1,"A",0,1,"A","2000-01",1,1
"3003","E0","18/12/00","Tottenham","Arsenal",1,1,"D",1,0,"H","2000-01",2,0
"3004","E0","22/12/00","Coventry","Southampton",1,1,"D",1,0,"H","2000-01",2,0
"3005","E0","23/12/00","Charlton","Everton",1,0,"H",1,0,"H","2000-01",1,1
"3006","E0","23/12/00","Chelsea","Bradford",3,0,"H",1,0,"H","2000-01",3,3
"3007","E0","23/12/00","Derby","Newcastle",2,0,"H",1,0,"H","2000-01",2,2
"3008","E0","23/12/00","Leeds","Aston Villa",1,2,"A",0,1,"A","2000-01",3,1
"3009","E0","23/12/00","Leicester","West Ham",2,1,"H",1,1,"D","2000-01",3,1
"3010","E0","23/12/00","Liverpool","Arsenal",4,0,"H",1,0,"H","2000-01",4,4
"3011","E0","23/12/00","Man United","Ipswich",2,0,"H",2,0,"H","2000-01",2,2
"3012","E0","23/12/00","Sunderland","Man City",1,0,"H",1,0,"H","2000-01",1,1
"3013","E0","23/12/00","Tottenham","Middlesbrough",0,0,"D",0,0,"D","2000-01",0,0
"3014","E0","26/12/00","Arsenal","Leicester",6,1,"H",1,0,"H","2000-01",7,5
"3015","E0","26/12/00","Aston Villa","Man United",0,1,"A",0,0,"D","2000-01",1,1
"3016","E0","26/12/00","Bradford","Sunderland",1,4,"A",0,1,"A","2000-01",5,3
"3017","E0","26/12/00","Everton","Coventry",1,2,"A",0,0,"D","2000-01",3,1
"3018","E0","26/12/00","Ipswich","Chelsea",2,2,"D",1,2,"A","2000-01",4,0
"3019","E0","26/12/00","Man City","Derby",0,0,"D",0,0,"D","2000-01",0,0
"3020","E0","26/12/00","Middlesbrough","Liverpool",1,0,"H",1,0,"H","2000-01",1,1
"3021","E0","26/12/00","Newcastle","Leeds",2,1,"H",2,1,"H","2000-01",3,1
"3022","E0","26/12/00","West Ham","Charlton",5,0,"H",3,0,"H","2000-01",5,5
"3023","E0","27/12/00","Southampton","Tottenham",2,0,"H",2,0,"H","2000-01",2,2
"3024","E0","30/12/00","Arsenal","Sunderland",2,2,"D",2,0,"H","2000-01",4,0
"3025","E0","30/12/00","Ipswich","Tottenham",3,0,"H",1,0,"H","2000-01",3,3
"3026","E0","30/12/00","Man City","Charlton",1,4,"A",0,2,"A","2000-01",5,3
"3027","E0","30/12/00","Middlesbrough","Coventry",1,1,"D",0,1,"A","2000-01",2,0
"3028","E0","30/12/00","Newcastle","Man United",1,1,"D",0,1,"A","2000-01",2,0
"3029","E0","30/12/00","Southampton","Derby",1,0,"H",0,0,"D","2000-01",1,1
"3030","E0","1/1/2001","Charlton","Arsenal",1,0,"H",1,0,"H","2000-01",1,1
"3031","E0","1/1/2001","Chelsea","Aston Villa",1,0,"H",1,0,"H","2000-01",1,1
"3032","E0","1/1/2001","Coventry","Man City",1,1,"D",0,0,"D","2000-01",2,0
"3033","E0","1/1/2001","Derby","Everton",1,0,"H",1,0,"H","2000-01",1,1
"3034","E0","1/1/2001","Leeds","Middlesbrough",1,1,"D",0,1,"A","2000-01",2,0
"3035","E0","1/1/2001","Leicester","Bradford",1,2,"A",1,2,"A","2000-01",3,1
"3036","E0","1/1/2001","Liverpool","Southampton",2,1,"H",1,1,"D","2000-01",3,1
"3037","E0","1/1/2001","Man United","West Ham",3,1,"H",2,0,"H","2000-01",4,2
"3038","E0","1/1/2001","Sunderland","Ipswich",4,1,"H",1,1,"D","2000-01",5,3
"3039","E0","2/1/2001","Tottenham","Newcastle",4,2,"H",3,1,"H","2000-01",6,2
"3040","E0","13/01/01","Arsenal","Chelsea",1,1,"D",1,0,"H","2000-01",2,0
"3041","E0","13/01/01","Aston Villa","Liverpool",0,3,"A",0,2,"A","2000-01",3,3
"3042","E0","13/01/01","Bradford","Man United",0,3,"A",0,0,"D","2000-01",3,3
"3043","E0","13/01/01","Everton","Tottenham",0,0,"D",0,0,"D","2000-01",0,0
"3044","E0","13/01/01","Man City","Leeds",0,4,"A",0,1,"A","2000-01",4,4
"3045","E0","13/01/01","Middlesbrough","Derby",4,0,"H",1,0,"H","2000-01",4,4
"3046","E0","13/01/01","Newcastle","Coventry",3,1,"H",1,0,"H","2000-01",4,2
"3047","E0","13/01/01","Southampton","Charlton",0,0,"D",0,0,"D","2000-01",0,0
"3048","E0","13/01/01","West Ham","Sunderland",0,2,"A",0,1,"A","2000-01",2,2
"3049","E0","14/01/01","Ipswich","Leicester",2,0,"H",0,0,"D","2000-01",2,2
"3050","E0","20/01/01","Chelsea","Ipswich",4,1,"H",1,1,"D","2000-01",5,3
"3051","E0","20/01/01","Coventry","Everton",1,3,"A",0,3,"A","2000-01",4,2
"3052","E0","20/01/01","Derby","Man City",1,1,"D",0,0,"D","2000-01",2,0
"3053","E0","20/01/01","Leeds","Newcastle",1,3,"A",1,2,"A","2000-01",4,2
"3054","E0","20/01/01","Leicester","Arsenal",0,0,"D",0,0,"D","2000-01",0,0
"3055","E0","20/01/01","Liverpool","Middlesbrough",0,0,"D",0,0,"D","2000-01",0,0
"3056","E0","20/01/01","Man United","Aston Villa",2,0,"H",0,0,"D","2000-01",2,2
"3057","E0","20/01/01","Tottenham","Southampton",0,0,"D",0,0,"D","2000-01",0,0
"3058","E0","21/01/01","Sunderland","Bradford",0,0,"D",0,0,"D","2000-01",0,0
"3059","E0","22/01/01","Charlton","West Ham",1,1,"D",1,0,"H","2000-01",2,0
"3060","E0","24/01/01","Aston Villa","Leeds",1,2,"A",1,1,"D","2000-01",3,1
"3061","E0","30/01/01","Arsenal","Bradford",2,0,"H",2,0,"H","2000-01",2,2
"3062","E0","30/01/01","Charlton","Derby",2,1,"H",1,1,"D","2000-01",3,1
"3063","E0","31/01/01","Chelsea","Newcastle",3,1,"H",1,1,"D","2000-01",4,2
"3064","E0","31/01/01","Everton","Middlesbrough",2,2,"D",0,1,"A","2000-01",4,0
"3065","E0","31/01/01","Leeds","Coventry",1,0,"H",0,0,"D","2000-01",1,1
"3066","E0","31/01/01","Man City","Liverpool",1,1,"D",0,1,"A","2000-01",2,0
"3067","E0","31/01/01","Southampton","Leicester",1,0,"H",0,0,"D","2000-01",1,1
"3068","E0","31/01/01","Sunderland","Man United",0,1,"A",0,0,"D","2000-01",1,1
"3069","E0","31/01/01","West Ham","Tottenham",0,0,"D",0,0,"D","2000-01",0,0
"3070","E0","3/2/2001","Bradford","Aston Villa",0,3,"A",0,0,"D","2000-01",3,3
"3071","E0","3/2/2001","Coventry","Arsenal",0,1,"A",0,0,"D","2000-01",1,1
"3072","E0","3/2/2001","Derby","Sunderland",1,0,"H",1,0,"H","2000-01",1,1
"3073","E0","3/2/2001","Ipswich","Leeds",1,2,"A",0,2,"A","2000-01",3,1
"3074","E0","3/2/2001","Leicester","Chelsea",2,1,"H",1,0,"H","2000-01",3,1
"3075","E0","3/2/2001","Liverpool","West Ham",3,0,"H",2,0,"H","2000-01",3,3
"3076","E0","3/2/2001","Man United","Everton",1,0,"H",0,0,"D","2000-01",1,1
"3077","E0","3/2/2001","Middlesbrough","Man City",1,1,"D",0,1,"A","2000-01",2,0
"3078","E0","3/2/2001","Tottenham","Charlton",0,0,"D",0,0,"D","2000-01",0,0
"3079","E0","7/2/2001","Everton","Leeds",2,2,"D",1,0,"H","2000-01",4,0
"3080","E0","10/2/2001","Arsenal","Ipswich",1,0,"H",0,0,"D","2000-01",1,1
"3081","E0","10/2/2001","Aston Villa","Middlesbrough",1,1,"D",1,0,"H","2000-01",2,0
"3082","E0","10/2/2001","Chelsea","Man United",1,1,"D",1,0,"H","2000-01",2,0
"3083","E0","10/2/2001","Everton","Leicester",2,1,"H",2,0,"H","2000-01",3,1
"3084","E0","10/2/2001","Leeds","Derby",0,0,"D",0,0,"D","2000-01",0,0
"3085","E0","10/2/2001","Man City","Tottenham",0,1,"A",0,0,"D","2000-01",1,1
"3086","E0","10/2/2001","Southampton","Bradford",2,0,"H",0,0,"D","2000-01",2,2
"3087","E0","10/2/2001","Sunderland","Liverpool",1,1,"D",0,0,"D","2000-01",2,0
"3088","E0","11/2/2001","Charlton","Newcastle",2,0,"H",2,0,"H","2000-01",2,2
"3089","E0","12/2/2001","West Ham","Coventry",1,1,"D",0,0,"D","2000-01",2,0
"3090","E0","24/02/01","Bradford","West Ham",1,2,"A",0,1,"A","2000-01",3,1
"3091","E0","24/02/01","Coventry","Charlton",2,2,"D",1,1,"D","2000-01",4,0
"3092","E0","24/02/01","Derby","Aston Villa",1,0,"H",1,0,"H","2000-01",1,1
"3093","E0","24/02/01","Ipswich","Everton",2,0,"H",0,0,"D","2000-01",2,2
"3094","E0","24/02/01","Leicester","Sunderland",2,0,"H",1,0,"H","2000-01",2,2
"3095","E0","24/02/01","Middlesbrough","Southampton",0,1,"A",0,0,"D","2000-01",1,1
"3096","E0","24/02/01","Newcastle","Man City",0,1,"A",0,0,"D","2000-01",1,1
"3097","E0","24/02/01","Tottenham","Leeds",1,2,"A",1,1,"D","2000-01",3,1
"3098","E0","25/02/01","Man United","Arsenal",6,1,"H",5,1,"H","2000-01",7,5
"3099","E0","3/3/2001","Arsenal","West Ham",3,0,"H",3,0,"H","2000-01",3,3
"3100","E0","3/3/2001","Coventry","Chelsea",0,0,"D",0,0,"D","2000-01",0,0
"3101","E0","3/3/2001","Derby","Tottenham",2,1,"H",2,0,"H","2000-01",3,1
"3102","E0","3/3/2001","Everton","Newcastle",1,1,"D",0,0,"D","2000-01",2,0
"3103","E0","3/3/2001","Leeds","Man United",1,1,"D",0,0,"D","2000-01",2,0
"3104","E0","3/3/2001","Leicester","Liverpool",2,0,"H",0,0,"D","2000-01",2,2
"3105","E0","3/3/2001","Man City","Southampton",0,1,"A",0,0,"D","2000-01",1,1
"3106","E0","3/3/2001","Middlesbrough","Charlton",0,0,"D",0,0,"D","2000-01",0,0
"3107","E0","4/3/2001","Ipswich","Bradford",3,1,"H",0,1,"A","2000-01",4,2
"3108","E0","5/3/2001","Sunderland","Aston Villa",1,1,"D",0,0,"D","2000-01",2,0
"3109","E0","7/3/2001","West Ham","Chelsea",0,2,"A",0,2,"A","2000-01",2,2
"3110","E0","10/3/2001","Aston Villa","Ipswich",2,1,"H",0,1,"A","2000-01",3,1
"3111","E0","17/03/01","Bradford","Man City",2,2,"D",0,1,"A","2000-01",4,0
"3112","E0","17/03/01","Charlton","Leeds",1,2,"A",1,1,"D","2000-01",3,1
"3113","E0","17/03/01","Chelsea","Sunderland",2,4,"A",2,1,"H","2000-01",6,2
"3114","E0","17/03/01","Man United","Leicester",2,0,"H",0,0,"D","2000-01",2,2
"3115","E0","17/03/01","Newcastle","Middlesbrough",1,2,"A",0,2,"A","2000-01",3,1
"3116","E0","17/03/01","Southampton","Everton",1,0,"H",0,0,"D","2000-01",1,1
"3117","E0","17/03/01","Tottenham","Coventry",3,0,"H",2,0,"H","2000-01",3,3
"3118","E0","17/03/01","West Ham","Ipswich",0,1,"A",0,0,"D","2000-01",1,1
"3119","E0","18/03/01","Aston Villa","Arsenal",0,0,"D",0,0,"D","2000-01",0,0
"3120","E0","18/03/01","Liverpool","Derby",1,1,"D",0,1,"A","2000-01",2,0
"3121","E0","31/03/01","Arsenal","Tottenham",2,0,"H",0,0,"D","2000-01",2,2
"3122","E0","31/03/01","Bradford","Newcastle",2,2,"D",2,1,"H","2000-01",4,0
"3123","E0","31/03/01","Chelsea","Middlesbrough",2,1,"H",1,0,"H","2000-01",3,1
"3124","E0","31/03/01","Coventry","Derby",2,0,"H",1,0,"H","2000-01",2,2
"3125","E0","31/03/01","Liverpool","Man United",2,0,"H",2,0,"H","2000-01",2,2
"3126","E0","31/03/01","Man City","Aston Villa",1,3,"A",1,2,"A","2000-01",4,2
"3127","E0","31/03/01","Sunderland","Leeds",0,2,"A",0,1,"A","2000-01",2,2
"3128","E0","31/03/01","West Ham","Everton",0,2,"A",0,1,"A","2000-01",2,2
"3129","E0","1/4/2001","Charlton","Leicester",2,0,"H",1,0,"H","2000-01",2,2
"3130","E0","2/4/2001","Southampton","Ipswich",0,3,"A",0,1,"A","2000-01",3,3
"3131","E0","4/4/2001","Aston Villa","Leicester",2,1,"H",1,1,"D","2000-01",3,1
"3132","E0","7/4/2001","Aston Villa","West Ham",2,2,"D",0,0,"D","2000-01",4,0
"3133","E0","7/4/2001","Derby","Chelsea",0,4,"A",0,0,"D","2000-01",4,4
